rowid;kepid;kepoi_name;kepler_name;koi_disposition;koi_pdisposition;koi_score;koi_fpflag_nt;koi_fpflag_ss;koi_fpflag_co;koi_fpflag_ec;koi_period;koi_period_err1;koi_period_err2;koi_time0bk;koi_time0bk_err1;koi_time0bk_err2;koi_impact;koi_impact_err1;koi_impact_err2;koi_duration;koi_duration_err1;koi_duration_err2;koi_depth;koi_depth_err1;koi_depth_err2;koi_prad;koi_prad_err1;koi_prad_err2;koi_teq;koi_teq_err1;koi_teq_err2;koi_insol;koi_insol_err1;koi_insol_err2;koi_model_snr;koi_tce_plnt_num;koi_tce_delivname;koi_steff;koi_steff_err1;koi_steff_err2;koi_slogg;koi_slogg_err1;koi_slogg_err2;koi_srad;koi_srad_err1;koi_srad_err2;ra;dec;koi_kepmag
4597;12055539;K03261.01;Kepler-1448 b;CONFIRMED;CANDIDATE;10000;0;0;0;0;12270570430;686,3;-686,3;1375743400;4890;-4890;260;4220;-260;300200;13000;-13000;2955000;18200;-18200;167;540;-150;8110;;;10225;9953;-2755;1870;1;q1_q17_dr25_tce;607500;18000;-19800;4486;54;-216;9690;3150;-840;287867400;50595581;14411
4598;12056139;K03262.01;Kepler-1449 b;CONFIRMED;CANDIDATE;9660;0;0;0;0;13227475300;1326;-1326;1377176800;7930;-7930;8030;470;-5550;635600;26500;-26500;2298000;16100;-16100;194;630;-210;8670;;;13334;12741;-4185;1640;1;q1_q17_dr25_tce;626900;17000;-22700;4405;54;-216;11550;3760;-1250;288231750;50567879;15050
4609;4473613;K04803.01;Kepler-1623 b;CONFIRMED;CANDIDATE;9950;0;0;0;0;4361258890;354;-354;1325322800;6830;-6830;3740;840;-3740;217400;22200;-22200;1892000;21200;-21200;120;170;-50;10000;;;23601;8475;-3313;1070;1;q1_q17_dr25_tce;552000;7400;-8200;4544;21;-119;8730;1180;-390;294082700;39556099;14951
4619;8826007;K03266.01;Kepler-1450 b;CONFIRMED;CANDIDATE;9900;0;0;0;0;54509154900;5671;-5671;1408273900;7780;-7780;9400;80;-7030;512500;17900;-17900;6222000;42200;-42200;194;180;-160;3080;;;213;69;-54;1700;1;q1_q17_dr25_tce;440600;11800;-13100;4670;36;-40;6030;560;-500;294553830;45081390;15498
4646;5280587;K03274.01;Kepler-1451 b;CONFIRMED;CANDIDATE;9970;0;0;0;0;35622552800;5427;-5427;1414514000;12900;-12900;2610;2030;-2610;484500;40300;-40300;6511000;78800;-78800;224;590;-200;5230;;;1767;1371;-466;960;1;q1_q17_dr25_tce;579900;15700;-17500;4539;44;-187;8780;2310;-770;293446440;40409889;15332
4649;4138008;K04742.01;Kepler-442 b;CONFIRMED;CANDIDATE;9930;0;0;0;0;1,12303E+11;17220;-17220;2304383000;12500;-12500;2480;1910;-2480;586900;36200;-36200;5021000;44100;-44100;130;70;-50;2410;;;79;15;-11;1310;1;q1_q17_dr25_tce;440100;7800;-7800;4677;17;-27;5950;300;-240;285366580;39280079;14976
4666;3120904;K03277.01;Kepler-1452 b;CONFIRMED;CANDIDATE;9940;0;0;0;0;42913663500;3306;-3306;1398884800;6590;-6590;4030;410;-4030;522700;16600;-16600;1606000;10100;-10100;319;380;-830;8100;;;10156;3645;-5040;1820;1;q1_q17_dr25_tce;604900;12100;-12100;3800;210;-70;24830;2990;-6480;292422820;38266331;13062
4668;11757451;K04745.01;Kepler-443 b;CONFIRMED;CANDIDATE;8770;0;0;0;0;1,77669E+11;33150;-33150;2642428000;13400;-13400;7720;1750;-5300;929800;46300;-46300;9014000;81000;-81000;232;130;-90;2330;;;70;13;-10;1270;1;q1_q17_dr25_tce;472100;7500;-8500;4615;21;-36;7010;390;-290;288610530;49968632;15891
4670;8047428;K04747.01;Kepler-1621 b;CONFIRMED;CANDIDATE;9800;0;0;0;0;92263742000;26490;-26490;1464247000;26700;-26700;2730;1770;-2720;860500;72500;-72500;2969000;28100;-28100;222;400;-300;4690;;;1142;533;-337;1220;1;q1_q17_dr25_tce;608400;8100;-9000;4287;99;-121;12830;2300;-1730;297588500;43841221;15015
4679;11189311;K03220.01;Kepler-1442 b;CONFIRMED;CANDIDATE;8990;0;0;0;0;81416013800;4882;-4882;1608638700;5150;-5150;9110;450;-5310;1417500;76400;-76400;7623000;16100;-16100;463;870;-440;5220;;;1753;901;-437;5430;1;q1_q17_dr25_tce;635200;11300;-13900;4267;63;-117;14010;2630;-1320;291255620;48846924;12146
4686;10653179;K03280.01;Kepler-1453 b;CONFIRMED;CANDIDATE;10000;0;0;0;0;47160793200;4362;-4362;1502579700;6990;-6990;280;4260;-280;400300;23100;-23100;7232000;61700;-61700;258;670;-280;5030;;;1507;1147;-463;1360;1;q1_q17_dr25_tce;593600;15800;-19300;4501;46;-184;9650;2500;-1070;286125550;47947609;15570
4687;12066569;K03282.01;Kepler-1455 b;CONFIRMED;CANDIDATE;9960;0;0;0;0;49276844800;3357;-3357;1570207300;5150;-5150;220;4190;-220;378700;17100;-17100;11329000;73000;-73000;175;90;-130;2710;;;128;26;-26;1780;1;q1_q17_dr25_tce;389900;7800;-7800;4713;39;-21;5290;280;-380;294083070;50502769;15855
4688;6497146;K03284.01;Kepler-438 b;CONFIRMED;CANDIDATE;10000;0;0;0;0;35233069400;2705;-2705;1353647700;6370;-6370;1390;3230;-1390;367400;21500;-21500;3528000;27500;-27500;97;60;-70;2880;;;162;37;-34;1450;1;q1_q17_dr25_tce;374900;7500;-8400;4743;33;-33;5240;330;-370;281645810;41951092;14467
4705;8016691;K03286.01;Kepler-1456 b;CONFIRMED;CANDIDATE;9450;0;0;0;0;18137378800;2307;-2307;1368106000;11500;-11500;9450;160;-6740;384400;24000;-24000;3108000;32600;-32600;141;110;-150;4330;;;831;280;-263;1130;1;q1_q17_dr25_tce;425700;14800;-16300;4648;59;-23;6020;480;-640;286945310;43822769;15464
4706;6584273;K03287.01;Kepler-1457 b;CONFIRMED;CANDIDATE;9490;0;0;0;0;51110479700;4344;-4344;1437785500;7240;-7240;290;4180;-290;771200;21000;-21000;3300000;17500;-17500;160;450;-140;4780;;;1238;989;-325;2190;1;q1_q17_dr25_tce;596800;14300;-17800;4534;46;-184;8810;2460;-770;283770600;42027241;14060
4707;5768816;K03288.01;Kepler-1458 b;CONFIRMED;CANDIDATE;8340;0;0;0;0;47986911900;2568;-2568;1606540100;4460;-4460;8730;500;-5960;534200;14300;-14300;8593000;37600;-37600;335;880;-470;4930;;;1401;1085;-476;2570;1;q1_q17_dr25_tce;564100;15200;-15200;4408;120;-180;9810;2580;-1390;283211610;41038059;14190
4751;4939346;K01873.02;Kepler-328 b;CONFIRMED;CANDIDATE;9890;0;0;0;0;34916839900;7457;-7457;1576693000;23300;-23300;260;4370;-260;734300;45100;-45100;5000000;35200;-35200;239;720;-290;6020;;;3113;2866;-1133;1540;2;q1_q17_dr25_tce;619400;19600;-29500;4445;52;-195;10690;3230;-1290;295809300;40008511;15674
4754;11455428;K03365.01;Kepler-1480 b;CONFIRMED;CANDIDATE;9010;0;0;0;0;22127088500;2566;-2566;1449303900;8910;-8910;9560;160;-6670;447200;26800;-26800;4182000;38600;-38600;394;1190;-1460;7210;;;6398;5970;-4156;1260;1;q1_q17_dr25_tce;531200;17500;-15900;4103;406;-174;14450;4380;-5360;291999760;49301811;14523
4761;6265665;K03436.01;Kepler-1499 b;CONFIRMED;CANDIDATE;9690;0;0;0;0;44201840200;3481;-3481;1632147100;6390;-6390;3480;1210;-3480;494900;19200;-19200;2356000;14800;-14800;114;120;-120;4090;;;659;247;-186;1860;1;q1_q17_dr25_tce;500200;15100;-13600;4543;77;-63;7530;790;-790;283986330;41650410;13509
4763;4645174;K03437.01;Kepler-1500 b;CONFIRMED;CANDIDATE;9950;0;0;0;0;15033062300;1883;-1883;1318949300;9270;-9270;8960;590;-6060;632600;29500;-29500;1322000;10200;-10200;218;330;-480;9280;;;17574;6718;-7509;1490;1;q1_q17_dr25_tce;584900;7000;-7900;4076;182;-98;16010;2370;-3560;288883330;39744560;14606
4778;11657614;K03370.02;Kepler-1481 b;CONFIRMED;CANDIDATE;9960;0;0;0;0;5942286030;791,4;-791,4;1338040000;10500;-10500;970;3670;-970;216900;34000;-34000;2500000;40600;-40600;123;40;-80;7970;;;9534;1342;-1794;750;1;q1_q17_dr25_tce;489100;7800;-7800;4516;68;-20;8050;280;-560;289438960;49731220;14779
4783;6599975;K03438.01;Kepler-1501 b;CONFIRMED;CANDIDATE;9740;0;0;0;0;14556561800;1222;-1222;1410367100;6580;-6580;310;4330;-310;455400;17500;-17500;1038000;6900;-6900;108;140;-60;7870;;;9040;3015;-1385;1710;1;q1_q17_dr25_tce;606500;6600;-9600;4452;24;-102;10610;1380;-530;289918520;42001431;13710
4785;4282191;K03439.01;Kepler-1502 b;CONFIRMED;CANDIDATE;9980;0;0;0;0;41708406300;3158;-3158;1535379300;5880;-5880;6710;520;-4930;856700;18900;-18900;3300000;15300;-15300;219;630;-270;6080;;;3224;2638;-1054;2430;1;q1_q17_dr25_tce;643400;14400;-20800;4394;60;-180;11380;3300;-1410;296107910;39319908;14155
4797;9967771;K01875.02;Kepler-990 c;CONFIRMED;CANDIDATE;10000;0;0;0;0;538354070;6,75;-6,75;1316499900;1010;-1010;3340;1160;-3340;150450;3260;-3260;1902000;4800;-4800;167;240;-330;23860;;;760922;297795;-291375;4660;1;q1_q17_dr25_tce;553900;8300;-7400;4244;174;-101;12070;1750;-2330;297938200;46881401;14498
4800;6705026;K03374.01;Kepler-1483 b;CONFIRMED;CANDIDATE;9690;0;0;0;0;9508487100;1156;-1156;1405602000;10100;-10100;1430;3120;-1430;437200;24600;-24600;979000;8400;-8400;165;330;-330;11310;;;38661;19991;-15196;1330;1;q1_q17_dr25_tce;614400;8000;-8000;4106;159;-130;16680;3340;-3340;295409790;42150829;14440
4805;7288306;K03443.01;Kepler-1503 b;CONFIRMED;CANDIDATE;9850;0;0;0;0;96169569000;10860;-10860;1702581000;9540;-9540;490;4110;-490;749600;27500;-27500;8945000;52000;-52000;207;330;-140;3210;;;252;130;-58;2000;1;q1_q17_dr25_tce;534000;16000;-16000;4633;36;-90;7020;1120;-480;293727170;42806759;15796
4810;11860395;K03445.01;Kepler-1504 b;CONFIRMED;CANDIDATE;8610;0;0;0;0;82303914000;14400;-14400;1590461000;16200;-16200;8590;850;-6060;1540400;46600;-46600;7370000;37200;-37200;447;650;-980;4850;;;1305;513;-551;2230;1;q1_q17_dr25_tce;560200;8400;-7500;4130;195;-90;14250;2080;-3120;289712010;50128208;15654
4813;9529744;K01806.02;Kepler-320 c;CONFIRMED;CANDIDATE;9710;0;0;0;0;17934660600;1463;-1463;1382167900;5830;-5830;9760;480;-7140;625000;16700;-16700;1427000;7400;-7400;280;650;-790;10020;;;23878;16448;-12898;1880;2;q1_q17_dr25_tce;642600;17500;-17500;4013;259;-130;17750;4110;-5030;293213560;46175129;13474
4822;2995392;K03379.01;Kepler-1484 b;CONFIRMED;CANDIDATE;9900;0;0;0;0;30454441800;4450;-4450;1407686300;8810;-8810;9290;220;-6650;689600;19200;-19200;4721000;29900;-29900;260;820;-290;6240;;;3592;3367;-1141;1730;1;q1_q17_dr25_tce;628300;17600;-22000;4472;54;-216;9840;3120;-1110;292684270;38126282;15268
4847;6975129;K01628.02;Kepler-312 b;CONFIRMED;CANDIDATE;10000;0;0;0;0;1772451066;65,97;-65,97;1320866800;3140;-3140;60;4440;-60;245920;9760;-9760;792000;4100;-4100;102;180;-60;16850;;;190434;89531;-35803;2240;2;q1_q17_dr25_tce;624300;9900;-13600;4406;26;-136;11490;2010;-670;298395750;42459751;12949
4848;8644365;K03384.02;Kepler-1485 b;CONFIRMED;CANDIDATE;9820;0;0;0;0;19915886300;1205;-1205;1393682800;4760;-4760;7480;60;-5440;619100;13800;-13800;1432000;5400;-5400;141;240;-120;7280;;;6631;3117;-1595;2830;1;q1_q17_dr25_tce;604700;12000;-13300;4387;66;-123;10920;1810;-970;298095430;44737061;13204
4855;6364582;K03456.01;Kepler-1505 b;CONFIRMED;CANDIDATE;10000;0;0;0;0;30860978300;2037;-2037;1383141600;5610;-5610;8520;350;-5820;421600;16200;-16200;1289000;8100;-8100;108;140;-50;5250;;;1796;649;-313;1780;1;q1_q17_dr25_tce;562700;10100;-11200;4552;26;-104;8330;1050;-450;292002040;41786961;12988
4859;9529744;K01806.03;Kepler-320 b;CONFIRMED;CANDIDATE;10000;0;0;0;0;8371595540;749,3;-749,3;1376807500;8640;-8640;9830;180;-7800;525200;22500;-22500;980000;6200;-6200;239;550;-680;12920;;;65925;45410;-35610;1660;3;q1_q17_dr25_tce;642600;17500;-17500;4013;259;-130;17750;4110;-5030;293213560;46175129;13474
4868;10328393;K01905.02;Kepler-332 c;CONFIRMED;CANDIDATE;10000;0;0;0;0;15995603730;962,6;-962,6;1442399000;5030;-5030;880;3700;-880;347100;13500;-13500;2217000;12200;-12200;104;70;-40;5500;;;2154;494;-325;2000;2;q1_q17_dr25_tce;495500;10000;-10000;4610;18;-46;7210;470;-290;286662960;47413700;14017
4875;6118370;K03458.01;Kepler-1506 b;CONFIRMED;CANDIDATE;9250;0;0;0;0;14032877500;2907;-2907;1380603000;18500;-18500;440;4030;-440;668400;41800;-41800;2109000;20600;-20600;145;460;-150;7830;;;8883;8566;-2808;1180;1;q1_q17_dr25_tce;606300;19000;-23200;4470;52;-208;10010;3180;-1060;290149900;41464600;15652
4890;11521793;K00352.02;Kepler-143 b;CONFIRMED;CANDIDATE;9980;0;0;0;0;16007472370;526;-526;1426378700;2630;-2630;9750;60;-7700;126700;10500;-10500;2776000;26700;-26700;299;480;-590;8380;;;11646;5184;-4704;1470;2;q1_q17_dr25_tce;585700;10500;-11700;4204;176;-108;13050;2090;-2560;298067690;49412601;13770
4891;9085563;K03393.01;Kepler-1486 b;CONFIRMED;CANDIDATE;9660;0;0;0;0;54649367900;9710;-9710;1760447000;16400;-16400;180;4300;-180;796200;33000;-33000;4325000;32800;-32800;264;440;-450;5380;;;1986;873;-683;1510;1;q1_q17_dr25_tce;575100;7800;-7800;4234;149;-108;12820;2150;-2150;290590390;45439709;15335
4892;11337372;K01650.02;Kepler-920 c;CONFIRMED;CANDIDATE;10000;0;0;0;0;1,00828E+11;7991;-7991;2163875700;7200;-7200;6760;2330;-4510;839000;18000;-18000;17788000;49800;-49800;435;430;-570;3640;;;416;118;-119;3670;2;q1_q17_dr25_tce;530100;8500;-7400;4391;130;-70;9770;960;-1280;284296940;49158680;15280
4900;9763612;K03465.01;Kepler-1507 b;CONFIRMED;FALSE POSITIVE;0;0;0;1;0;16050546400;1387;-1387;1417340800;5820;-5820;1350;3210;-1350;317100;19400;-19400;944000;7500;-7500;81;70;-30;6300;;;3712;833;-497;1460;1;q1_q17_dr25_tce;542800;7300;-8100;4563;14;-68;8530;660;-350;288561520;46536049;13136
4915;3561464;K03398.01;Kepler-1487 b;CONFIRMED;FALSE POSITIVE;20;1;0;0;0;7319452940;616;-616;1372206500;7390;-7390;1120;3420;-1120;488100;22800;-22800;1668000;11100;-11100;505;870;-1760;16820;;;189107;87475;-112921;1630;2;q1_q17_dr25_tce;574500;8600;-7700;3499;259;-129;39550;6880;-13760;295498110;38644501;13489
4920;5213404;K03468.01;Kepler-1508 b;CONFIRMED;CANDIDATE;9990;0;0;0;0;20705715300;7598;-7598;1399803000;22200;-22200;9220;460;-6510;967800;57700;-57700;1159000;9900;-9900;322;560;-1040;9670;;;20673;9546;-11673;1350;1;q1_q17_dr25_tce;566800;8500;-7600;3792;255;-102;24370;4230;-7850;298118870;40375050;14276
4940;11754430;K03403.01;Kepler-1488 b;CONFIRMED;CANDIDATE;8490;0;0;0;0;39818832000;3100;-3100;1666507200;6560;-6560;6000;3250;-3980;1075700;19100;-19100;1991000;7100;-7100;223;360;-490;6500;;;4232;1932;-1820;2940;1;q1_q17_dr25_tce;571000;11400;-9100;4073;201;-93;15240;2440;-3360;286646420;49937778;13102
4941;9995771;K03470.02;Kepler-1509 b;CONFIRMED;CANDIDATE;10000;0;0;0;0;25433786400;3215;-3215;1431302000;11500;-11500;2320;2050;-2320;651400;23500;-23500;3020000;22400;-22400;200;340;-250;6670;;;4680;2079;-1307;1430;1;q1_q17_dr25_tce;580600;7800;-7800;4321;115;-115;11580;1970;-1480;283797820;46931000;15386
4947;3326377;K01830.02;Kepler-967 c;CONFIRMED;CANDIDATE;10000;0;0;0;0;1,98711E+11;7117;-7117;1565181900;3030;-3030;260;3870;-260;863800;11500;-11500;20948000;35700;-35700;356;240;-190;2580;;;105;25;-18;6210;2;q1_q17_dr25_tce;518000;10300;-10300;4548;36;-54;8000;540;-430;286558070;38405369;14443
4957;6021275;K00284.04;Kepler-132 e;CONFIRMED;CANDIDATE;8440;0;0;0;0;1,10287E+11;7428;-7428;2392212800;4070;-4070;6750;2690;-4720;442700;14700;-14700;1453000;9000;-9000;141;200;-230;4140;;;696;279;-240;1640;4;q1_q17_dr25_tce;593100;10700;-11800;4322;137;-112;11010;1570;-1730;283235810;41343040;11818
4961;8409295;K03404.01;Kepler-1489 b;CONFIRMED;CANDIDATE;9930;0;0;0;0;82292865000;12250;-12250;2120314000;12400;-12400;1950;2670;-1950;704800;37400;-37400;3711000;32300;-32300;182;250;-120;4000;;;607;222;-112;1300;1;q1_q17_dr25_tce;562600;7600;-8400;4467;51;-119;9570;1320;-660;281295810;44465401;14828
4962;7131760;K03407.01;Kepler-1490 b;CONFIRMED;CANDIDATE;9430;0;0;0;0;92436978000;10350;-10350;1635794000;10800;-10800;9430;250;-6590;643200;30200;-30200;9552000;60400;-60400;289;590;-250;3480;;;346;216;-90;1780;1;q1_q17_dr25_tce;559500;16700;-16700;4606;34;-127;7410;1490;-640;295693570;42609509;15449
4982;9285265;K03410.01;Kepler-1491 b;CONFIRMED;CANDIDATE;9890;0;0;0;0;16586032900;1924;-1924;1332813600;8840;-8840;1670;2900;-1670;704300;26700;-26700;2313000;17600;-17600;209;330;-450;8210;;;10725;4528;-4463;1460;1;q1_q17_dr25_tce;562600;7700;-7700;4149;188;-101;13890;2230;-2980;293629760;45740650;15589
4984;5780930;K03412.01;Kepler-1492 b;CONFIRMED;CANDIDATE;10000;0;0;0;0;16752507700;982;-982;1315983400;4950;-4950;7630;1570;-5130;317400;14900;-14900;3383000;21800;-21800;365;2080;-2290;8010;;;9743;16991;-8531;1820;1;q1_q17_dr25_tce;480700;12900;-12900;3906;700;-300;18020;10290;-11310;288597110;41036430;14534
4992;10881457;K03484.01;Kepler-1510 b;CONFIRMED;CANDIDATE;9660;0;0;0;0;84704139000;18580;-18580;1521832000;19200;-19200;100;4280;-100;1039300;36800;-36800;6557000;45000;-45000;417;730;-890;5370;;;1959;887;-812;1700;1;q1_q17_dr25_tce;608500;7900;-8500;4115;174;-116;16340;2850;-3480;298959140;48257820;15169
5007;3433668;K03415.01;Kepler-1493 b;CONFIRMED;CANDIDATE;10000;0;0;0;0;15021978400;4154;-4154;1436989000;22500;-22500;9600;220;-6490;506800;89100;-89100;969000;16200;-16200;177;290;-380;8740;;;13791;6137;-5923;740;1;q1_q17_dr25_tce;583100;10500;-11700;4162;182;-98;13820;2210;-2950;288549130;38565231;13109
5009;3629330;K03418.01;Kepler-1495 b;CONFIRMED;CANDIDATE;6700;0;0;0;0;85272459000;25750;-25750;1823725000;24700;-24700;9650;100;-6650;1331000;120000;-120000;7678000;48700;-48700;385;1070;-710;4430;;;910;760;-375;1890;1;q1_q17_dr25_tce;592200;17800;-17800;4349;158;-193;10570;2930;-1950;286130770;38779629;15417
5021;11853878;K01833.03;Kepler-968 c;CONFIRMED;CANDIDATE;9990;0;0;0;0;5709407950;183,2;-183,2;1371220800;2560;-2560;7510;1850;-5420;162200;8440;-8440;5867000;34000;-34000;151;130;-130;6440;;;4066;1262;-1090;2020;3;q1_q17_dr25_tce;440200;11800;-14400;4682;45;-36;5720;490;-490;285602540;50112041;14265
5023;11810124;K03344.02;Kepler-1471 b;CONFIRMED;CANDIDATE;9720;0;0;0;0;3638989530;213,2;-213,2;1317856200;4950;-4950;3200;1410;-3200;225200;13300;-13300;2096000;14800;-14800;168;250;-300;12380;;;55571;22328;-20321;1600;1;q1_q17_dr25_tce;553300;8300;-7400;4275;168;-112;11660;1740;-2120;289664890;50020039;15254
5024;11303322;K03345.01;Kepler-1472 b;CONFIRMED;CANDIDATE;10000;0;0;0;0;38130332400;5845;-5845;1593878000;19100;-19100;5620;3900;-3500;653000;110000;-110000;1804000;28200;-28200;154;470;-190;6130;;;3343;2933;-1082;1160;1;q1_q17_dr25_tce;637000;16000;-20800;4410;62;-188;11060;3360;-1340;294852630;49057468;14633
5025;11241912;K03346.01;Kepler-1473 b;CONFIRMED;CANDIDATE;9990;0;0;0;0;14427350880;910,1;-910,1;1388402400;5690;-5690;9770;300;-6950;485700;16000;-16000;1170000;6400;-6400;153;250;-130;7830;;;8890;4049;-2130;2150;1;q1_q17_dr25_tce;592900;10600;-13000;4403;76;-123;10400;1710;-920;290636570;48996078;13359
5028;9349757;K03348.01;Kepler-1474 b;CONFIRMED;CANDIDATE;9400;0;0;0;0;36433786700;3777;-3777;1329057300;7620;-7620;2500;1970;-2500;438800;19200;-19200;4068000;27200;-27200;220;330;-310;5610;;;2335;957;-696;1620;1;q1_q17_dr25_tce;556600;8300;-7500;4329;132;-108;10990;1680;-1530;294694060;45866840;15246
5034;7703955;K01707.02;Kepler-315 c;CONFIRMED;CANDIDATE;9950;0;0;0;0;2,65478E+11;52020;-52020;1510673000;10000;-10000;9560;570;-6740;1028000;120000;-120000;10407000;66600;-66600;420;570;-570;2910;;;170;65;-52;1810;2;q1_q17_dr25_tce;579200;10400;-10400;4375;126;-103;10050;1360;-1360;298023100;43363522;15321
5047;8636333;K03349.01;Kepler-1475 b;CONFIRMED;CANDIDATE;9670;0;0;0;0;82175197000;11260;-11260;1972018700;8820;-8820;150;4400;-150;866400;32300;-32300;5464000;30500;-30500;224;680;-230;4410;;;892;818;-263;2080;1;q1_q17_dr25_tce;624700;18800;-20600;4489;50;-200;9540;2910;-970;295948270;44753120;15292
5051;8081239;K03352.01;Kepler-1476 b;CONFIRMED;CANDIDATE;9980;0;0;0;0;10358570390;625,8;-625,8;1383079400;4480;-4480;740;3730;-740;257700;12300;-12300;2737000;21200;-21200;168;500;-220;8600;;;12928;11322;-4229;1510;1;q1_q17_dr25_tce;589300;15800;-17600;4423;84;-196;10200;3050;-1310;284532100;43989960;15408
5060;7517261;K03496.01;Kepler-1511 b;CONFIRMED;CANDIDATE;9970;0;0;0;0;23238558700;4483;-4483;1435274000;17800;-17800;3550;1080;-3550;843200;37400;-37400;1612000;11200;-11200;218;640;-570;9030;;;15709;13563;-8407;1550;1;q1_q17_dr25_tce;660200;18100;-25000;4108;220;-180;16850;4940;-4440;288421200;43179794;13932
5063;8424002;K03497.01;Kepler-1512 b;CONFIRMED;CANDIDATE;10000;0;0;0;0;20359718990;547,9;-547,9;1342912300;2180;-2180;9250;50;-6930;215210;6210;-6210;3457000;15200;-15200;80;120;-160;2760;;;138;58;-58;2680;1;q1_q17_dr25_tce;341900;6700;-7600;4904;84;-52;3440;510;-700;289274510;44470322;13393
5069;10657406;K01837.02;Kepler-969 c;CONFIRMED;CANDIDATE;10000;0;0;0;0;1682934607;49,07;-49,07;1319680700;2380;-2380;6810;2800;-4790;188460;7830;-7830;1427000;6800;-6800;106;90;-40;12700;;;61567;17290;-8681;2450;2;q1_q17_dr25_tce;520100;9300;-11400;4573;10;-90;8340;770;-260;288372500;47933559;13733
5071;7091432;K03353.01;Kepler-1477 b;CONFIRMED;CANDIDATE;10000;0;0;0;0;11555324450;761;-761;1341297700;5440;-5440;9600;330;-7000;349900;12100;-12100;2500000;17800;-17800;170;210;-180;6740;;;4888;2015;-1453;1610;1;q1_q17_dr25_tce;514900;15300;-15300;4506;93;-85;8030;970;-880;281298550;42685749;14598
5074;6368230;K03356.01;Kepler-1478 b;CONFIRMED;CANDIDATE;9960;0;0;0;0;26084121200;5057;-5057;1494437000;15600;-15600;920;3730;-920;614100;35200;-35200;2597000;21800;-21800;135;410;-100;5980;;;3024;2759;-761;1380;1;q1_q17_dr25_tce;608300;18100;-19900;4563;36;-204;8350;2540;-630;293165100;41746231;15440
5077;9027909;K03428.01;Kepler-1496 b;CONFIRMED;CANDIDATE;9880;0;0;0;0;64658916600;8975;-8975;1701797200;9830;-9830;830;3760;-830;771000;29100;-29100;2354000;19600;-19600;212;350;-420;5350;;;1939;813;-770;1390;1;q1_q17_dr25_tce;582100;6900;-8700;4172;162;-108;13950;2280;-2790;293973940;45350700;14694
5080;9230021;K03429.02;Kepler-1497 b;CONFIRMED;CANDIDATE;9930;0;0;0;0;8741923610;871,4;-871,4;1354272700;8700;-8700;250;4160;-250;423500;18400;-18400;2957000;17100;-17100;194;300;-300;9240;;;17238;7172;-5589;1850;1;q1_q17_dr25_tce;559600;8300;-7500;4298;143;-104;11450;1780;-1780;296196140;45634331;15364
5084;8552719;K01792.03;Kepler-953 c;CONFIRMED;CANDIDATE;9910;0;0;0;0;9109693340;270;-270;1330656600;2490;-2490;7610;100;-5420;531810;6770;-6770;1264000;2700;-2700;132;210;-130;8730;;;13745;6147;-3446;4780;2;q1_q17_dr25_tce;561100;10000;-11200;4388;80;-120;10730;1730;-1060;288971650;44624531;12160
5097;11651712;K03363.01;Kepler-1479 b;CONFIRMED;CANDIDATE;9970;0;0;0;0;14532605460;438,1;-438,1;1404685000;2380;-2380;1120;3350;-1120;242120;7100;-7100;3289000;13300;-13300;169;510;-170;7460;;;7337;6434;-2069;2900;1;q1_q17_dr25_tce;600300;16100;-17900;4507;52;-208;9320;2790;-930;285711910;49706661;13785
5098;9896558;K01718.02;Kepler-937 c;CONFIRMED;CANDIDATE;9920;0;0;0;0;1,53349E+11;49140;-49140;1905347000;15900;-15900;2610;1960;-2610;1220500;62100;-62100;3880000;35100;-35100;214;640;-340;3770;;;478;432;-184;1270;2;q1_q17_dr25_tce;612700;19200;-21300;4356;128;-192;10800;3200;-1720;294168820;46714611;15224
5102;8738775;K03432.01;Kepler-1498 b;CONFIRMED;CANDIDATE;9960;0;0;0;0;48050687800;9968;-9968;1405140000;17000;-17000;1860;2670;-1860;799900;45000;-45000;2745000;21400;-21400;236;420;-780;5640;;;2390;1175;-1374;1510;1;q1_q17_dr25_tce;533200;9500;-6300;4083;338;-113;14530;2600;-4830;284778110;44916779;15033
5110;3728432;K03893.01;Kepler-1526 b;CONFIRMED;CANDIDATE;10000;0;0;0;0;3908634570;72,48;-72,48;1339297100;1470;-1470;1110;3350;-1110;177040;5080;-5080;8672000;27700;-27700;186;130;-180;7870;;;9101;2490;-2515;3660;1;q1_q17_dr25_tce;451800;12100;-13400;4613;52;-24;6530;460;-630;285119690;38866421;15646
5111;6696580;K02092.03;Kepler-359 d;CONFIRMED;CANDIDATE;7830;0;0;0;0;77086191000;13520;-13520;2027483000;15700;-15700;12270;699000;-24090;477000;47300;-47300;9428000;86900;-86900;2977;8880;-3800;4640;;;1100;999;-395;1290;3;q1_q17_dr25_tce;622800;19600;-26100;4441;65;-195;10490;3130;-1340;293293640;42196350;15886
5117;9892816;K01955.03;Kepler-342 e;CONFIRMED;CANDIDATE;10000;0;0;0;0;1644221032;59,49;-59,49;1317524100;2900;-2900;9420;140;-6480;291220;7780;-7780;478000;2200;-2200;118;190;-160;18970;;;307195;141669;-95978;2410;3;q1_q17_dr25_tce;629700;11300;-12600;4260;90;-110;13690;2280;-1870;292678070;46726711;13147
