rowid;kepid;kepoi_name;kepler_name;koi_disposition;koi_pdisposition;koi_score;koi_fpflag_nt;koi_fpflag_ss;koi_fpflag_co;koi_fpflag_ec;koi_period;koi_period_err1;koi_period_err2;koi_time0bk;koi_time0bk_err1;koi_time0bk_err2;koi_impact;koi_impact_err1;koi_impact_err2;koi_duration;koi_duration_err1;koi_duration_err2;koi_depth;koi_depth_err1;koi_depth_err2;koi_prad;koi_prad_err1;koi_prad_err2;koi_teq;koi_teq_err1;koi_teq_err2;koi_insol;koi_insol_err1;koi_insol_err2;koi_model_snr;koi_tce_plnt_num;koi_tce_delivname;koi_steff;koi_steff_err1;koi_steff_err2;koi_slogg;koi_slogg_err1;koi_slogg_err2;koi_srad;koi_srad_err1;koi_srad_err2;ra;dec;koi_kepmag
7715;10535858;K07338.01;;FALSE POSITIVE;FALSE POSITIVE;0;1;0;1;1;933709680;127,8;-127,8;1315714000;10900;-10900;8480;70;-5980;335600;59700;-59700;622000;7200;-7200;38;30;-30;8650;;;13185;2613;-2543;920;1;q1_q17_dr25_tce;361500;4300;-5000;4839;30;-33;4200;290;-320;292166900;47755638;15431
7716;10547685;K07340.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;1;0;1388509353;2,59;-2,59;1317862980;147;-147;11450;1460;-480;284811;782;-782;376380000;80200;-80200;5243;8080;-7280;18360;;;267988;107570;-80183;45460;1;q1_q17_dr25_tce;607500;7800;-8500;4315;132;-108;11300;1740;-1570;296572450;47752708;12309
7717;11619964;K07466.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;0;0;10368552685;4,08;-4,08;1327184390;32,6;-32,6;9780;100;-1080;437878;126;-126;1532300000;22700;-22700;6114;16710;-9000;8450;;;12048;9681;-4288;317010;1;q1_q17_dr25_tce;585500;15800;-17500;4418;124;-186;9440;2580;-1390;296096800;49643829;14545
7719;11651105;K07468.01;;FALSE POSITIVE;FALSE POSITIVE;0;1;0;0;0;13860264600;3979;-3979;1394033000;23200;-23200;12040;1370;-1250;7426000;150000;-150000;4811000;8200;-8200;1971;4290;-1830;6900;;;5356;3467;-1404;7230;1;q1_q17_dr25_tce;566700;15200;-15200;4535;74;-137;7960;1730;-740;285332890;49734112;14756
7721;11704044;K07472.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;0;0;6882686062;3,35;-3,35;1340523020;38,6;-38,6;3990;40;0;547323;114;-114;3736600000;248000;-248000;6049;17800;-5930;9210;;;16985;15038;-5059;284220;1;q1_q17_dr25_tce;570400;17100;-20600;4483;52;-195;9480;2790;-930;286910370;49815781;15749
7722;11706658;K07473.01;;FALSE POSITIVE;FALSE POSITIVE;540;0;1;0;0;1407937865;5,52;-5,52;1322692100;327;-327;7590;17920;-340;158500;1920;-1920;507930000;461000;-461000;1909;930;-1620;11790;;;45702;10912;-11865;13730;1;q1_q17_dr25_tce;462700;14000;-14000;4564;60;-24;7410;360;-630;288512080;49864231;14614
7723;2708445;K06288.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;0;1;1;1891177230;294,8;-294,8;1327285000;15200;-15200;12070;13230;-1720;698600;56300;-56300;1762000;12400;-12400;16449;37620;-4170;35360;;;3699502;2540954;-464033;1740;1;q1_q17_dr25_tce;508600;14300;-10400;2660;30;-30;68600;15690;-1740;290356840;37938759;15003
7724;2708614;K06289.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;0;0;52884577000;17440;-17440;1470105800;3730;-3730;12720;66570;-900;789200;12600;-12600;119690000;188000;-188000;4813;14870;-5940;5550;;;2244;1982;-754;7260;1;q1_q17_dr25_tce;648300;15500;-23300;4420;67;-202;10780;3330;-1330;290401580;37942009;15694
7725;2711114;K06290.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;0;0;1429439352;3,72;-3,72;1327465900;219;-219;12980;3940;-1690;242400;1120;-1120;33671000;13400;-13400;5436;15150;-11020;20790;;;441756;347671;-193079;29200;1;q1_q17_dr25_tce;649100;14600;-19400;4223;153;-187;13710;3820;-2780;291014220;37969711;12335
7726;2720354;K06292.01;;FALSE POSITIVE;FALSE POSITIVE;70;0;1;0;0;2821328194;3,39;-3,39;1316800970;98,9;-98,9;5370;90;-70;502692;603;-603;647760000;65700;-65700;4000;6080;-7440;18070;;;252003;97486;-92925;122730;1;q1_q17_dr25_tce;670100;7400;-8100;4121;168;-98;15060;2290;-2800;293036100;37954739;13116
7727;2852560;K06294.01;;FALSE POSITIVE;FALSE POSITIVE;0;1;0;0;0;11961308501;8,28;-8,28;1319131819;57,3;-57,3;6160;80;-60;464140;238;-238;3106800000;110000;-110000;5158;9860;-4200;6960;;;5537;3201;-1402;190780;1;q1_q17_dr25_tce;556400;15000;-16700;4587;40;-120;7850;1500;-640;291466030;38005039;15308
7728;4484356;K06420.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;0;0;572079631;0,65;-0,65;1320189884;94,9;-94,9;7930;2690;-610;227811;639;-639;1277900000;149000;-149000;2945;2580;-2350;17160;;;203656;67498;-50993;57820;1;q1_q17_dr25_tce;523300;15700;-15700;4625;66;-48;6390;560;-510;296459720;39573738;14235
7729;4489844;K06421.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;0;1;0;822314545;;;1317125281;;;4470;;;333740;;;327000;;;54;150;-90;19220;;;322702;256006;-121651;380;1;q1_q17_dr25_tce;570900;15400;-15400;4409;144;-176;9380;2530;-1560;297550540;39565659;13230
7730;4540632;K06422.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;0;0;31005392846;21,87;-21,87;1508616525;58,5;-58,5;3050;110;-60;307300;230;-230;5603100000;238000;-238000;14182;81650;-89750;6820;;;5125;9199;-4514;123610;1;q1_q17_dr25_tce;502300;15100;-15100;3900;700;-300;17840;10270;-11290;284044340;39661469;14991
7732;4569590;K06426.01;;FALSE POSITIVE;FALSE POSITIVE;0;1;0;0;0;41370163800;3342;-3342;1661673000;10200;-10200;6530;620;-1450;2925400;67800;-67800;69071000;96900;-96900;5995;33970;-22660;11330;;;38915;68520;-25162;9130;1;q1_q17_dr25_tce;476400;14200;-10700;2777;402;-329;68830;39010;-26010;293862340;39690128;12799
7733;4575824;K06428.01;;FALSE POSITIVE;FALSE POSITIVE;;0;1;0;0;6,31632E+11;275100;-275100;2398779000;41000;-41000;4544;51;-4542;1613000;130000;-130000;2951000;39700;-39700;156;640;-150;2010;;;38;48;-9;860;1;q1_q17_dr24_tce;568900;15600;-14400;4493;54;-54;8940;3690;-840;295343660;39609322;14358
7734;5216727;K06543.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;1;0;756511623;0,75;-0,75;1319298652;82,4;-82,4;12160;350;-1270;281832;487;-487;415960000;60600;-60600;7740;22230;-18190;25490;;;994796;837475;-485310;84500;1;q1_q17_dr25_tce;634300;17000;-20800;4199;204;-185;14170;4070;-3330;298712490;40341228;13448
7735;5218014;K06544.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;0;0;10845286549;35,96;-35,96;1383343430;271;-271;13070;340;-1170;438760;1380;-1380;74738000;21700;-21700;31952;80390;-120600;16820;;;189311;119777;-123469;41610;1;q1_q17_dr25_tce;509600;5300;-13600;3094;224;-96;70230;17670;-26510;298997890;40314751;12923
7736;5255552;K06545.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;0;0;32455412690;361,2;-361,2;1376078940;940;-940;7260;5750;-860;737360;6880;-6880;1363900000;931000;-931000;2348;1080;-1390;3920;;;555;128;-119;18090;1;q1_q17_dr25_tce;486900;14400;-14400;4710;49;-25;5430;250;-320;284693080;40498619;15208
7737;5266937;K06547.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;0;0;5917085496;25,18;-25,18;1329003270;352;-352;950;120;-140;2375450;3070;-3070;5632900000;618000;-618000;7586;20670;-12070;10050;;;24142;19324;-8830;133150;1;q1_q17_dr25_tce;566100;15200;-15200;4383;149;-182;9870;2690;-1570;289349670;40497189;14352
7738;5271803;K06549.01;;FALSE POSITIVE;FALSE POSITIVE;;0;1;0;0;540246300;1018;-1018;1315521000;40300;-40300;9411;136;-6371;1393000;490000;-490000;11480000;421000;-421000;620;4920;-910;32490;;;2633517;6946472;-1050727;160;1;q1_q17_dr24_tce;729600;22600;-34100;4249;73;-73;14980;11900;-2200;290799190;40411560;13681
7739;6228703;K06678.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;0;0;4200206781;5,74;-5,74;1346578000;112;-112;10700;660;-370;521948;535;-535;823640000;95500;-95500;10507;32560;-29620;17370;;;215058;202588;-121599;94370;1;q1_q17_dr25_tce;687300;21600;-28800;4051;195;-195;19230;5960;-5420;298063110;41510712;12843
7740;6231401;K06679.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;0;0;6091954982;4,34;-4,34;1375877592;58,2;-58,2;9530;660;-50;360482;365;-365;367000000;32800;-32800;2696;6710;-4130;10360;;;27270;20586;-9965;150870;1;q1_q17_dr25_tce;606300;18200;-18200;4424;135;-165;9130;2270;-1400;298621770;41567429;14847
7741;6279823;K06681.01;;FALSE POSITIVE;FALSE POSITIVE;;1;0;0;0;4,85524E+11;264600;-264600;3075674000;33800;-33800;713346;296100;-87660;1104000;200000;-200000;41470000;640000;-640000;614909;1537000;-422800;1910;;;31;26;-7;1080;1;q1_q17_dr24_tce;522700;20400;-16800;4584;23;-23;8000;2000;-550;290074340;41668598;14425
7742;6283224;K06682.01;;FALSE POSITIVE;FALSE POSITIVE;0;1;0;0;0;766473430;1,02;-1,02;1320348040;104;-104;7660;400;-290;246345;514;-514;1999000000;240000;-240000;4233;6500;-3520;16280;;;165436;87376;-44884;54500;1;q1_q17_dr25_tce;529700;18600;-18600;4594;52;-78;7220;1110;-600;291191500;41667210;15572
7743;6285396;K06684.01;;FALSE POSITIVE;FALSE POSITIVE;0;1;0;1;1;5243663900;2988;-2988;1326741000;58000;-58000;6600;3350;-4180;1053000;170000;-170000;935000;13100;-13100;88;260;-80;10590;;;29641;26716;-8495;1040;1;q1_q17_dr25_tce;621200;19600;-21800;4537;50;-200;8620;2550;-800;291922850;41624439;15789
7744;7032968;K06812.01;;FALSE POSITIVE;FALSE POSITIVE;;0;0;0;1;566787020;66,07;-66,07;1318490000;10200;-10200;63;4743;-61;307400;26800;-26800;75000;900;-900;27;100;-40;23560;;;727954;718853;-258852;1120;1;q1_q17_dr24_tce;604500;15000;-15600;4375;132;-132;9990;3420;-1540;291586240;42509930;11786
7745;7033713;K06813.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;0;1;1;2196428640;574,1;-574,1;1334945000;24600;-24600;40;4730;-40;493300;60600;-60600;995000;10000;-10000;79;140;-70;11930;;;47724;28024;-12754;1180;1;q1_q17_dr25_tce;537600;18500;-18500;4576;30;-120;8060;1430;-660;291835940;42564838;15811
7746;7033748;K06814.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;0;0;2196355120;2,87;-2,87;1335150280;107;-107;7020;160;-210;965516;725;-725;2665500000;152000;-152000;8204;19460;-21590;17930;;;244843;172141;-127222;213200;1;q1_q17_dr25_tce;643800;17400;-19400;4182;286;-154;12730;3020;-3350;291843660;42558521;13685
7747;7049486;K06815.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;0;0;26718417546;28,64;-28,64;1380518033;92,9;-92,9;10690;130;-150;814155;447;-447;729760000;38500;-38500;6669;19710;-21680;7270;;;6588;5997;-3963;217310;1;q1_q17_dr25_tce;595700;19600;-19600;4168;300;-175;12860;3800;-4180;296124940;42522102;13144
7748;7050754;K06816.01;;FALSE POSITIVE;FALSE POSITIVE;;0;1;0;0;615787196;36,54;-36,54;1317140500;4500;-4500;7452;1762;-4987;306700;15600;-15600;1106000;6200;-6200;350;1190;-2010;38860;;;5391099;5711766;-4550757;2390;1;q1_q17_dr24_tce;631500;22300;-23800;3603;572;-572;30750;10420;-17640;296414830;42587559;13921
7749;7090801;K06817.01;;FALSE POSITIVE;FALSE POSITIVE;;1;0;0;0;5,48084E+11;738300;-738300;3673828000;72000;-72000;1531;3087;-1527;1766000;380000;-380000;5600000;104000;-104000;235;0;0;2220;;;58;0;0;740;1;q1_q17_dr24_tce;578000;;;4438;;;10000;;;280965880;42623707;9233
7750;7970629;K06942.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;0;0;1025534511;0,28;-0,28;1324990072;22,5;-22,5;8830;940;-40;352048;188;-188;1109500000;0;0;4368;12970;-4330;18960;;;306626;267167;-89011;376900;1;q1_q17_dr25_tce;626700;16900;-20700;4487;65;-208;9190;2730;-910;295402650;43774761;14541
7751;7970760;K06943.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;0;0;7649412910;1,56;-1,56;1321070518;16,8;-16,8;2310;90;-30;656935;101;-101;2362500000;22200;-22200;5340;16780;-6000;10500;;;28783;25994;-8870;905470;1;q1_q17_dr25_tce;638700;15700;-20400;4398;84;-196;10760;3380;-1210;295444340;43718182;13398
7752;7971389;K06944.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;0;0;13174807933;7,11;-7,11;1364631739;43,9;-43,9;10650;300;-160;337392;124;-124;710710000;13900;-13900;5106;15160;-6500;8110;;;10220;8892;-3415;181260;1;q1_q17_dr25_tce;606700;16300;-20000;4433;84;-196;9970;2960;-1270;295634740;43750172;14098
7753;7976136;K06945.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;1;0;655094658;23,89;-23,89;1317827800;2990;-2990;12200;490;-1500;615900;68500;-68500;3720000;154000;-154000;2641;7460;-2970;21730;;;529098;442494;-167526;5950;1;q1_q17_dr25_tce;606300;16900;-21100;4476;48;-192;10120;2860;-1140;297013820;43724930;15543
7754;7976435;K06946.01;;FALSE POSITIVE;FALSE POSITIVE;0;1;0;0;0;3332871870;;;1334408645;;;;;;713000;;;;;;;;;;;;;;;;1;q1_q17_dr25_tce;;;;;;;;;;297095920;43789322;12614
7755;7985167;K06947.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;0;0;692239369;1,29;-1,29;1315846110;154;-154;10740;870;-320;291121;864;-864;629620000;137000;-137000;6705;17820;-21780;25940;;;1072515;839987;-639605;46920;1;q1_q17_dr25_tce;616300;16700;-18500;4137;312;-168;13580;3610;-4410;299200070;43795940;12958
7756;8700506;K07077.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;0;0;43797829003;71,1;-71,1;1726019200;130;-130;4890;60;-70;770289;748;-748;4150200000;341000;-341000;9343;22570;-10410;6680;;;4715;3286;-1576;137510;1;q1_q17_dr25_tce;686000;16700;-28600;4326;66;-154;12920;3120;-1440;295930790;44838520;13478
7757;8711548;K07079.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;0;0;18778162159;11,3;-11,3;1496776416;48,4;-48,4;3570;40;-30;810180;250;-250;4884100000;174000;-174000;12757;37520;-33800;10020;;;23850;20728;-12986;378870;1;q1_q17_dr25_tce;679400;18900;-28400;4102;214;-175;17100;5030;-4530;298872220;44874432;13944
7758;8713828;K07080.01;;FALSE POSITIVE;FALSE POSITIVE;;1;0;0;0;1254517920;;;1317413568;;;;;;264000;;;;;;;;;;;;;;;;2;q1_q17_dr24_tce;;;;;;;;;;299507540;44801235;12525
7759;8719897;K07081.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;0;0;1575710265;1,52;-1,52;1316927410;79,8;-79,8;8300;50;-70;683787;463;-463;1739500000;95400;-95400;24675;36440;-67710;26300;;;1130730;421353;-576539;197510;1;q1_q17_dr25_tce;501700;5200;-8900;3350;168;-112;42930;6340;-11780;301308650;44806961;12392
7760;8739209;K07084.01;;FALSE POSITIVE;FALSE POSITIVE;0;1;0;0;0;3697295900;1748;-1748;1317530000;34300;-34300;9950;280;-7050;2133500;0;0;197000;600;-600;107;320;-320;15710;;;143897;126631;-83178;2360;1;q1_q17_dr25_tce;631300;17700;-24300;4120;240;-180;15940;4740;-4740;285042360;44910477;11956
7761;8746310;K07085.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;0;0;6855624762;4,47;-4,47;1360224296;53;-53;8770;960;-130;302199;250;-250;708730000;53200;-53200;3393;9690;-3460;9870;;;22432;19296;-6416;139770;1;q1_q17_dr25_tce;610900;18300;-18300;4476;67;-202;9310;2660;-950;288885990;44959969;14767
7762;9640921;K07210.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;0;0;80706064100;615;-615;1394368350;628;-628;9560;450;-280;688990;5120;-5120;118520000;62000;-62000;1547;4750;-1580;4280;;;796;714;-234;26810;1;q1_q17_dr25_tce;605300;16200;-19800;4494;52;-208;9490;2910;-970;287963750;46306911;15395
7763;9640921;K07210.02;;FALSE POSITIVE;FALSE POSITIVE;0;0;0;1;1;2178145130;132,1;-132,1;1320297900;5840;-5840;7800;1750;-5370;232100;17800;-17800;1360000;11900;-11900;122;370;-130;14280;;;98163;88106;-28897;1380;3;q1_q17_dr25_tce;605300;16200;-19800;4494;52;-208;9490;2910;-970;287963750;46306911;15395
7764;9641031;K07211.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;0;0;1089077111;3,92;-3,92;1320242450;289;-289;6300;540;-380;388340;1930;-1930;3040700000;1705000;-1705000;7759;21770;-15840;20450;;;414785;341750;-182043;47660;1;q1_q17_dr25_tce;612600;16500;-18300;4285;180;-180;11760;3300;-2400;288020320;46324139;9177
7765;9641103;K07212.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;0;0;1;1089057762;86,19;-86,19;1320385900;8350;-8350;1850;2910;-1840;163700;25000;-25000;374000;5200;-5200;44;50;-40;14040;;;91778;35484;-23614;920;1;q1_q17_dr25_tce;509600;15300;-13800;4582;50;-61;7370;810;-660;288067110;46379551;14122
7767;10556578;K07343.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;0;0;626431697;2,24;-2,24;1318992960;284;-284;11450;25120;-2250;201710;2090;-2090;372240000;266000;-266000;3405;3630;-3640;17090;;;200398;79255;-57142;17400;2;q1_q17_dr25_tce;513400;17000;-13900;4560;84;-56;7210;770;-770;299095280;47706791;15594
7768;10583181;K07344.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;0;0;2696354974;1,51;-1,51;1329926416;46,6;-46,6;3240;70;-30;539585;199;-199;2459900000;113000;-113000;8071;21880;-24280;18150;;;256078;196253;-144109;271700;1;q1_q17_dr25_tce;647200;14600;-17800;4080;293;-158;15790;4280;-4750;283766510;47818989;11009
7769;10592163;K07346.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;0;0;14762889172;16,1;-16,1;1337747853;89,3;-89,3;10460;110;-160;652705;443;-443;793300000;48400;-48400;5372;15110;-10060;7590;;;7843;6464;-3194;177910;1;q1_q17_dr25_tce;569100;15200;-15200;4354;162;-180;10310;2900;-1930;288553620;47867298;15095
7770;10601538;K07348.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;0;1;1;1463775066;53;-53;1328063600;3380;-3380;7190;2300;-5130;95300;13500;-13500;451000;4900;-4900;120;240;-300;23080;;;672229;410275;-344004;1270;1;q1_q17_dr25_tce;678100;18200;-24300;4125;180;-135;16510;3360;-4100;292476040;47839420;13169
7771;8557246;K07895.01;;FALSE POSITIVE;FALSE POSITIVE;410;1;0;0;0;2,46871E+11;193300;-193300;2203739000;83800;-83800;3270;1380;-3270;1069000;240000;-240000;4336000;72800;-72800;202;680;-220;3020;;;197;205;-67;690;2;q1_q17_dr25_tce;616800;21900;-26300;4488;54;-216;9600;3200;-1070;290778200;44618660;15884
7772;11709022;K07474.01;;FALSE POSITIVE;FALSE POSITIVE;0;1;0;0;0;719572890;;;1319803800;;;;;;179000;;;;;;;;;;;;14563;12869;-6153;;1;q1_q17_dr25_tce;;;;;;;;;;289737610;49858589;12902
7773;11724091;K07475.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;0;0;1559090282;1,64;-1,64;1317719964;86,5;-86,5;3750;80;-10;495211;612;-612;2269800000;226000;-226000;12987;26870;-49940;29050;;;1689361;1097610;-1162388;131550;1;q1_q17_dr25_tce;727900;23000;-34500;3856;330;-132;26240;5430;-10090;296977050;49841808;13575
7774;11768970;K07478.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;0;0;15541358818;15,01;-15,01;1419557755;77,2;-77,2;12500;680;-520;244433;267;-267;103080000;7400;-7400;14919;27570;-30300;11740;;;44822;21109;-18020;77340;1;q1_q17_dr25_tce;509200;6000;-7600;3420;143;-117;35400;6540;-7190;294740910;49928791;12658
7775;11775530;K07480.01;;FALSE POSITIVE;FALSE POSITIVE;;1;0;1;0;12817701200;2311;-2311;1436091000;16700;-16700;6;4701;-6;346500;42500;-42500;756000;10900;-10900;121;550;-300;9990;;;23516;31423;-11857;800;1;q1_q17_dr24_tce;629000;17000;-20200;4151;234;-234;13850;6220;-3440;297528720;49990059;13505
7776;11811454;K07481.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;0;0;2274628199;1,43;-1,43;1320170362;52,1;-52,1;9860;170;-150;452648;225;-225;1039700000;33100;-33100;10426;24680;-45840;20920;;;453651;322297;-330399;204790;1;q1_q17_dr25_tce;638900;18100;-22700;3914;435;-145;19470;4610;-8560;290397250;50065090;11152
7777;8560280;K07896.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;0;1;1;85338393000;15470;-15470;2155640000;11000;-11000;40;7140;-40;850000;120000;-120000;6330000;39500;-39500;1140;1310;-800;7410;;;7136;2194;-1260;2790;1;q1_q17_dr25_tce;485000;6300;-5800;3134;30;-30;46960;5370;-3310;291900420;44686241;12881
7778;2860594;K06296.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;0;0;5499941793;22,04;-22,04;1328167640;334;-334;5310;70;-50;1130960;2800;-2800;477510000;71700;-71700;5994;9920;-14860;18780;;;294215;122438;-135556;81410;1;q1_q17_dr25_tce;707900;7400;-8400;3827;196;-98;26340;4360;-6530;293164950;38069130;13370
7779;2860788;K06297.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;0;0;2629870555;4,86;-4,86;1320677170;156;-156;7050;60;-30;660600;1000;-1000;1013100000;166000;-166000;3405;9190;-6130;12910;;;65945;52255;-26158;102600;1;q1_q17_dr25_tce;556600;14900;-14900;4382;175;-193;9670;2610;-1740;293207340;38009029;14043
7781;2973509;K06300.01;;FALSE POSITIVE;FALSE POSITIVE;0;1;0;0;0;6627611990;2,69;-2,69;1325466377;33,2;-33,2;7530;80;-150;615281;132;-132;2271400000;29200;-29200;8203;25170;-16800;12040;;;49641;43942;-21843;435550;1;q1_q17_dr25_tce;631600;15800;-18900;4231;180;-180;13330;4090;-2730;287025700;38171021;13558
7782;2998124;K06302.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;0;0;28597880332;20,03;-20,03;1529842901;58,7;-58,7;3560;80;-50;771925;282;-282;859520000;40500;-40500;7425;13980;-25960;10140;;;25021;14312;-15659;252620;1;q1_q17_dr25_tce;659000;17900;-19900;3787;312;-78;24740;4660;-8650;293266360;38126080;13119
7783;4578594;K06429.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;0;0;2,52164E+11;2360;-2360;1914707780;848;-848;11490;980;-1790;2392000;5640;-5640;1037900000;152000;-152000;5074;8990;-4150;2420;;;81;47;-22;86450;1;q1_q17_dr25_tce;543200;18700;-18700;4608;37;-112;7450;1320;-610;295923610;39609070;15793
7784;4587448;K06430.01;;FALSE POSITIVE;FALSE POSITIVE;0;1;0;0;0;2234160130;;;1317973000;;;;;;212000;;;;;;;;;;;;215664;470659;-83653;;1;q1_q17_dr25_tce;;;;;;;;;;297657440;39655231;13411
7785;4665989;K06433.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;0;0;1124033822;2,16;-2,16;1316287800;158;-158;7190;480;-380;557280;1140;-1140;2475600000;380000;-380000;9804;32870;-15180;25470;;;995328;986554;-396508;79290;1;q1_q17_dr25_tce;714100;20000;-30000;4208;105;-210;15630;5240;-2420;294763980;39752838;13016
7786;4671584;K06434.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;1;0;2796661168;11,36;-11,36;1340323310;335;-335;12760;2320;-1450;337810;1740;-1740;23638000;11000;-11000;4768;12260;-15000;16610;;;179772;140417;-106002;25140;1;q1_q17_dr25_tce;633100;19200;-21100;4146;306;-165;13260;3410;-4170;295998110;39742748;13742
7787;4681152;K06436.01;;FALSE POSITIVE;FALSE POSITIVE;10;0;1;0;0;1835922420;2,37;-2,37;1320778130;106;-106;11890;240;-190;599420;542;-542;307460000;24500;-24500;4630;14460;-5170;15010;;;119513;113133;-37584;137890;1;q1_q17_dr25_tce;593000;18400;-20500;4472;67;-216;9760;3050;-1090;297851900;39783886;13134
7788;8297017;K07879.01;;FALSE POSITIVE;FALSE POSITIVE;2060;1;0;0;0;1,28209E+11;19800;-19800;2301943000;10800;-10800;8110;1630;-5660;274500;50900;-50900;2122000;30700;-30700;615;650;-2440;7920;;;9305;3571;-6405;890;2;q1_q17_dr25_tce;712800;22400;-27400;3520;352;-88;38110;4030;-15100;290800570;44270512;11036
7789;5282656;K06551.01;;FALSE POSITIVE;FALSE POSITIVE;1930;0;0;1;0;1516372183;96,22;-96,22;1318338700;5130;-5130;5960;3820;-3890;123900;18500;-18500;938000;14100;-14100;106;350;-120;16860;;;191154;183971;-61410;880;1;q1_q17_dr25_tce;614200;17100;-23600;4456;56;-224;10460;3410;-1140;293988370;40458981;15160
7790;5284133;K06552.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;0;0;8784575777;2,29;-2,29;1346752148;21,1;-21,1;5000;660;-530;530220;190;-190;2629800000;0;0;10457;24810;-20320;15550;;;138083;97732;-63593;476150;1;q1_q17_dr25_tce;814400;22600;-36800;4139;108;-162;19140;4540;-3720;294382230;40452190;12444
7791;5285607;K06553.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;0;0;1949700508;1,05;-1,05;1324267375;44,2;-44,2;11530;470;-290;435014;170;-170;381190000;10000;-10000;5611;20270;-6770;17160;;;204837;209934;-64535;227100;1;q1_q17_dr25_tce;646900;14500;-19300;4385;56;-238;11930;4310;-1440;294772190;40459629;11419
7792;5294739;K06556.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;0;0;3735993484;10,56;-10,56;1350624930;235;-235;9930;170;-190;1748770;3220;-3220;6179900000;518000;-518000;57107;162800;-406900;20630;;;428318;427657;-399994;158770;1;q1_q17_dr25_tce;546700;26700;-29700;3432;808;-202;40550;11560;-28890;296837190;40473099;13930
7793;5300878;K06559.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;0;0;639721284;0,46;-0,46;1318546732;58,2;-58,2;4040;150;-60;269771;203;-203;4659200000;404000;-404000;4659;4470;-4030;15050;;;122053;42985;-31879;101290;1;q1_q17_dr25_tce;479400;14400;-14400;4633;60;-35;6250;600;-540;298081880;40478142;14767
7794;6292732;K06686.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;0;1;1253388260;191,6;-191,6;1326307000;15400;-15400;4690;4750;-2520;382800;56700;-56700;447000;3700;-3700;64;80;-20;16510;;;175061;58689;-22178;1480;1;q1_q17_dr25_tce;586900;7000;-8700;4513;18;-96;9420;1210;-350;294185240;41632351;13907
7797;6364126;K06690.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;1;1;5243466400;3517;-3517;1327707000;67000;-67000;10160;13670;-2490;1847000;200000;-200000;1194000;10600;-10600;283;320;-230;8310;;;11305;4773;-3044;1070;1;q1_q17_dr25_tce;504700;17600;-17600;4574;39;-66;7660;870;-630;291847230;41725220;14901
